Win/Loss,Player1 name,Player1 champ name,Player1 overall wr,Player1 total games,Player1 champ games,Player1 champ wr,Player1 kda,Player1 cs,Player1 mastery,Player2 name,Player2 champ name,Player2 overall wr,Player2 total games,Player2 champ games,Player2 champ wr,Player2 kda,Player2 cs,Player2 mastery,Player3 name,Player3 champ name,Player3 overall wr,Player3 total games,Player3 champ games,Player3 champ wr,Player3 kda,Player3 cs,Player3 mastery,Player4 name,Player4 champ name,Player4 overall wr,Player4 total games,Player4 champ games,Player4 champ wr,Player4 kda,Player4 cs,Player4 mastery,Player5 name,Player5 champ name,Player5 overall wr,Player5 total games,Player5 champ games,Player5 champ wr,Player5 kda,Player5 cs,Player5 mastery,Player6 name,Player6 champ name,Player6 overall wr,Player6 total games,Player6 champ games,Player6 champ wr,Player6 kda,Player6 cs,Player6 mastery,Player7 name,Player7 champ name,Player7 overall wr,Player7 total games,Player7 champ games,Player7 champ wr,Player7 kda,Player7 cs,Player7 mastery,Player8 name,Player8 champ name,Player8 overall wr,Player8 total games,Player8 champ games,Player8 champ wr,Player8 kda,Player8 cs,Player8 mastery,Player9 name,Player9 champ name,Player9 overall wr,Player9 total games,Player9 champ games,Player9 champ wr,Player9 kda,Player9 cs,Player9 mastery,Player10 name,Player10 champ name,Player10 overall wr,Player10 total games,Player10 champ games,Player10 champ wr,Player10 kda,Player10 cs,Player10 mastery
loss,1 Percentage,yone,54,506,16,44,1.506.1,214.6,ng,Mytharium,brand,53,412,11,73,2.457.7,196.6,ng,DonkatsuKing,irelia,51,367,13,69,2.879.7,218.4,ng,cut his name,ezreal,56,152,5,60,3.286.6,175.2,ng,Cathaldus,ashe,48,487,14,50,1.865.1,60.7,ng,RedFlameEvolved,jax,57,185,1,100,1.0010.0,337,ng,HmongCreator,graves,52,645,56,64,2.7010.2,206.1,ng,SPINACH KATA,katarina,64,110,121,65,3.1613.5,177.2,ng,Øne Lies,ziggs,56,78,3,33,5.2010.0,293.7,ng,Gajjar,senna,57,148,25,52,1.884.0,21.6,ng
win,Panzora,fiora,51,400,101,43,1.173.9,191.3,ng,Stitch am I,sylas,None,None,None,None,None,0,ng,HaiL9,tristana,None,None,None,None,None,0,ng,enigami,jinx,55,11,1,100,5.003.0,141,ng,IzayoiSakuya719,sona,50,161,1,0,2.332.0,16,ng,Myzo,kayle,49,235,3,100,1.465.0,248.7,ng,heppy,kindred,49,151,76,57,2.577.3,193.7,ng,RaZoRKiLLeR9,swain,57,269,3,67,2.335.0,106.3,ng,Varialez,vayne,55,214,38,63,3.307.6,220.1,ng,skinny batman,zilean,None,None,None,None,None,0,ng
win,Sushi4Lyfe,yone,53,311,121,60,1.837.2,204.5,ng,Avios1,teemo,52,290,111,62,3.406.9,188.3,ng,DrowningInAss,yasuo,53,244,217,52,2.016.3,190.2,ng,Satºru Gojo,veigar,56,118,4,75,1.446.0,184.8,ng,FreeDucks,pyke,54,117,166,51,3.259.0,27.4,ng,SolitarySkill,ornn,53,473,32,38,2.825.3,165.8,ng,Murata,ivern,48,261,70,63,4.152.7,137,ng,Nøntoxic,fizz,56,237,9,56,3.199.7,168.2,ng,ILanon,xayah,54,182,135,59,3.138.6,209.5,ng,Dark Angiestream,sylas,50,377,32,63,1.984.3,30.9,ng
loss,6Sokka TTV,illaoi,48,42,17,47,1.936.6,207.4,ng,Azazel21,gragas,68,22,6,50,3.5310.8,179.5,ng,JAAAS00N,viktor,46,35,1,0,1.004.0,216,ng,Immortal Drip,lulu,53,30,7,57,3.493.7,33.1,ng,MomoVu,senna,54,385,7,43,2.272.3,65.9,ng,Nerdnaj,malphite,54,39,3,67,2.674.3,192.3,ng,Lukewarrm Gatas,jarvaniv,56,73,15,60,3.754.7,127.4,ng,Warm Mîlk,taliyah,47,17,5,80,5.8514.4,281.6,ng,Tangnamu Gagu,samira,63,32,5,80,4.078.6,168,ng,Mainit na Gatas,rell,43,7,5,100,3.532.0,36,ng
loss,RoIeiz,udyr,56,50,34,53,2.228.4,183.5,ng,ARRT1,illaoi,48,365,2,100,1.452.5,189,ng,łacheron ,akali,50,323,15,27,2.317.7,177.2,ng,Item,sivir,50,456,22,46,2.393.0,219.1,ng,Inoue,seraphine,51,76,48,56,2.911.7,24.9,ng,Zacheditha,yone,50,206,4,75,1.686.3,159,ng,LPL NO 1 JUG,graves,44,88,7,71,4.0311.0,174.9,ng,LRN7,sylas,52,549,127,59,2.897.3,165,ng,yue se zhen mei,ezreal,50,991,454,45,1.975.3,200.9,ng,TTV Voltage lol,janna,53,137,5,60,3.073.2,13.2,ng
win,spicy tomatoo,akshan,56,190,5,60,1.193.2,179,ng,Ichyio,briar,57,189,29,45,1.787.5,170.6,ng,humuloqv,aurelionsol,56,91,21,48,2.8814.1,211.3,ng,Clipperzz,aphelios,55,225,17,71,2.468.4,195.9,ng,Lana Yasha,thresh,63,97,21,76,4.282.0,34.1,ng,capybara lovr,kled,48,563,214,60,2.577.2,166.7,ng,Colborfinal,viego,41,41,11,36,3.008.3,148.5,ng,Fancccy,talon,40,40,7,57,1.385.3,145.3,ng,shadow wizard ad,ezreal,57,42,15,80,3.168.9,178.9,ng,TwTv KillahEU,nautilus,51,528,70,60,3.512.4,40.8,ng
win,NorthQuab,pantheon,54,153,24,75,3.189.1,184.3,ng,Keen,maokai,48,122,16,50,3.203.8,155.8,ng,Jakimbo,orianna,48,88,10,60,3.636.0,180.2,ng,Jony J huge fan,kaisa,48,370,27,56,2.188.4,201.9,ng,ioki,pyke,51,68,48,46,2.406.9,39.1,ng,Lion El Johnson,aatrox,52,517,16,38,1.203.9,191.8,ng,chernobyl man 12,khazix,50,637,28,43,1.965.5,183.4,ng,Oceans Church,viktor,63,72,10,50,3.236.6,225.1,ng,Pleeko,jhin,49,129,3,33,2.5012.3,204.7,ng,GbergStacks,lux,58,189,21,48,3.124.4,77,ng
win,GoldenNinja103,tryndamere,50,511,5,20,1.143.8,205.2,ng,Retri,kayn,48,473,297,56,3.549.1,185.4,ng,vanila bean,vladimir,67,58,8,63,5.736.1,207.1,ng,bannned,kaisa,46,287,6,17,1.729.0,188.5,ng,JhaHoy Hoy,alistar,None,None,None,None,None,0,ng,KandonBeda,yone,55,419,233,60,2.379.0,204.7,ng,Relijin,nidalee,None,None,None,None,None,0,ng,Hi Am DK,ahri,50,227,211,50,3.585.2,204.4,ng,Huntiar,ezreal,47,74,14,50,2.506.6,229.2,ng,2truths,leona,49,301,277,50,2.661.2,39.3,ng
win,Hallal,camille,50,588,5,20,1.534.0,190,ng,Barou Shouei,belveth,49,132,9,56,3.336.9,168.9,ng,Firzen,lissandra,53,550,150,57,2.325.0,164,ng,Skinless Rat ,lucian,59,64,28,68,3.137.2,229.8,ng,Suppręssed,senna,44,124,2,50,4.674.0,27,ng,WingItAndSwingIt,ksante,49,476,77,62,2.557.2,194.5,ng,W00 BABY,leesin,52,345,56,48,2.517.3,161.5,ng,BEGlNNER BOT,akshan,58,183,12,50,2.967.8,175.3,ng,Soulkeeper12,jhin,51,362,13,46,3.409.8,183.5,ng,Gala Apples,morgana,47,198,3,0,1.503.7,29.3,ng
win,M4NGØ,fiora,55,274,28,71,1.836.6,203.4,ng,Potato1Chip,graves,52,567,166,58,3.147.1,201,ng,nogankplease,cassiopeia,54,173,5,100,7.427.2,206.2,ng,GoodTeamLuck,ezreal,51,181,31,52,3.578.0,197.5,ng,DBA for hire,blitzcrank,54,485,84,48,2.322.2,31,ng,Season6ix,camille,47,132,110,52,2.176.0,144.7,ng,l  Jungle  l,trundle,51,731,33,36,1.865.0,157.6,ng,Liho,akshan,52,228,4,50,2.005.8,149.8,ng,DOUGGIMMEDOME22,ziggs,51,185,161,51,2.135.8,192.9,ng,miraaa,leona,49,184,2,50,1.652.5,29.5,ng
win,AdvancedPork,garen,48,86,67,51,2.195.6,204.4,ng,Shi Jian Jin Tou,graves,54,274,14,50,2.887.4,202.8,ng,way out,malzahar,51,394,6,50,2.872.5,206.7,ng,SirValkyrie,missfortune,51,47,47,49,2.486.8,205.4,ng,Devilman,ahri,47,633,487,48,2.425.0,151.5,ng,BronzeBrian,tahmkench,67,117,2,0,0.781.5,199.5,ng,HisBeardsWeird,morgana,51,433,21,43,2.974.6,167.5,ng,TheGoodsIsma,yasuo,50,208,13,62,1.915.7,194.5,ng,Quorky,jinx,52,196,23,57,2.957.2,212.8,ng,Pool Party Karma,karma,51,465,400,53,3.762.2,30.9,ng
loss,Barnaby Smith,ornn,61,64,2,50,1.732.0,141,ng,Pobilla,diana,54,162,17,53,2.246.8,177.4,ng,Ashμri,yone,51,767,110,49,1.876.3,215.1,ng,EGclub PMP,draven,63,57,29,62,2.0410.3,206.2,ng,Biancat,janna,52,65,15,60,3.640.7,9,ng,DatRandomDolphin,ksante,52,56,28,57,2.727.6,170.4,ng,Master Yi Jungle,masteryi,49,1164,1134,49,2.777.7,172.1,ng,Lost In Que,yasuo,51,781,611,51,2.175.9,190,ng,Blueyoshi6,seraphine,52,117,8,63,3.004.3,153.9,ng,Sunk The Buoy,senna,65,96,28,68,3.073.9,27.9,ng
loss,lllllll125228lll,vladimir,52,179,149,56,2.986.4,180,ng,drgenslayer,fiddlesticks,51,646,574,52,2.995.8,165.8,ng,CaillouX,tristana,50,562,66,50,1.845.3,202.7,ng,zoooop,ezreal,52,29,6,50,4.907.5,190.8,ng,LGBTQSupportGuy,alistar,61,41,8,75,6.523.0,30.3,ng,Yihuik,varus,None,None,None,None,None,0,ng,Bio1,leesin,50,235,18,44,2.566.9,142.7,ng,low priority q,talon,51,178,41,44,2.418.5,203.3,ng,cooking rat,twitch,54,196,2,0,2.426.5,160.5,ng,meeps on sale,bard,52,361,295,51,4.011.7,15.6,ng
loss,Adrian Seira,renekton,57,166,34,56,2.234.3,207.3,ng,Chun Ai Nan Hai,jarvaniv,51,752,18,72,3.787.1,167.5,ng,Dishh,brand,50,527,5,40,2.248.8,219.2,ng,Bassel,tahmkench,53,370,1,0,1.732.0,134,ng,god plan,senna,54,193,24,54,2.824.4,25.8,ng,Tora,poppy,50,598,443,53,2.293.5,145,ng,3YS4Y04,nocturne,51,752,21,57,2.784.4,157.2,ng,CotoKing,neeko,55,258,34,53,3.235.5,179.2,ng,Noton,tristana,52,565,33,52,2.547.8,192.4,ng,Mute And Pray,pyke,55,205,139,60,3.026.6,44.5,ng
win,lieues haha hehe,rumble,50,155,1,100,2.501.0,144,ng,teegan,rammus,54,46,1,100,4.004.0,187,ng,kzh,orianna,51,325,14,43,2.657.5,182.7,ng,Lyrics,draven,47,251,28,54,1.848.4,212.4,ng,Shimmering,thresh,47,132,13,54,2.731.8,35.1,ng,Uziuziuziiii,gwen,52,328,38,45,2.127.0,241.2,ng,sorrysorrymybad,vi,68,47,2,0,1.412.5,141.5,ng,HopeimReady,ahri,47,72,8,63,3.297.5,189.1,ng,sling xXx,tristana,51,57,5,40,3.786.8,167.6,ng,Xiao Tai Mei,bard,51,83,1,0,1.781.0,12,ng
win,im a thot,trundle,56,156,17,65,0.813.9,201.2,ng,DarkTorchSVN,skarner,50,749,2,100,2.464.0,155.5,ng,Dawnguard,akali,37,19,7,57,2.287.4,184.6,ng,Yoshiiiiiiiiiiii,samira,62,71,3,67,2.5011.7,178.7,ng,Lemon and Lime,pyke,53,535,5,40,1.464.6,31.6,ng,RockstarMadeBih,renekton,54,258,14,43,2.615.2,207.9,ng,Yi nian he yi,rumble,48,260,49,59,3.276.6,178.2,ng,Elbow Dragging,jarvaniv,60,93,1,0,4.608.0,116,ng,place bush,kaisa,53,397,180,52,2.117.7,194,ng,Cáramel Heaven ,senna,59,135,35,74,3.356.7,37.3,ng
loss,petit coeur,jax,49,264,1,0,3.1710.0,228,ng,YummiBananas,viego,50,142,5,40,2.8110.0,213.6,ng,Mendy,ziggs,49,250,77,55,3.555.0,184.4,ng,Altya,draven,54,362,130,56,2.688.3,198.7,ng,Timber Tank,tahmkench,48,278,5,0,1.101.6,32.6,ng,SwanJaunt,varus,55,152,15,47,1.306.1,183.7,ng,kisslinuo,leesin,50,511,53,40,3.068.0,170.4,ng,Sophron,viktor,44,27,2,100,11.7513.5,263,ng,jiu dian bi qi,samira,51,453,4,75,2.7912.0,205.8,ng,getrw3cked,rell,52,168,6,67,2.560.8,28.3,ng
win,llamast3,shen,50,107,101,50,4.343.7,152.7,ng,Cøulrøphøbiä,jarvaniv,47,109,21,67,4.295.9,164.5,ng,Alex94536,syndra,52,177,75,59,3.485.7,197.9,ng,780fenz,kaisa,49,214,72,50,2.658.4,198.3,ng,E daz,zyra,48,66,6,50,2.102.8,39.7,ng,bluetooth AA,ksante,55,247,19,63,2.396.2,198.6,ng,Leo Good Boy,graves,48,459,187,49,2.487.8,196.2,ng,Kn1ght0,akali,60,137,54,67,3.539.5,186,ng,FairytaIe,seraphine,53,609,160,56,3.273.8,182.6,ng,Dubba,thresh,53,260,76,65,4.891.7,27.4,ng
loss,Aeger,malphite,53,137,1,0,2.5013.0,245,ng,Yi Chen Bu Ran,jarvaniv,66,110,9,44,3.224.3,145.9,ng,Alien Hominid,ziggs,52,424,71,62,3.186.8,187.6,ng,Viable lol,kaisa,49,715,111,58,2.888.3,222.6,ng,Lêaf,sett,59,96,2,0,1.932.0,46.5,ng,Weakside Chump,ornn,53,409,11,46,2.913.5,179.1,ng,jamican banana,ivern,52,998,660,60,6.183.5,142.5,ng,ilovepepsirock,graves,56,110,2,50,2.2410.5,253,ng,6 TTV Karhus ,karthus,62,89,85,62,2.808.7,198,ng,lightpulse,pyke,52,406,6,50,2.295.7,38.2,ng
loss,Mello Z,garen,47,79,8,38,2.028.5,213.5,ng,woaichixinliruan,briar,62,52,15,80,2.8612.9,172.7,ng,Live ls So Hard,rumble,49,514,466,48,3.266.5,187.3,ng,TuanHiep2302,ezreal,49,678,24,58,1.856.5,203.2,ng,Willeum,blitzcrank,51,624,1,0,1.360.0,38,ng,LargeHuyner,jax,53,287,18,56,1.324.4,171.6,ng,BoyBandKayn,kayn,50,394,118,56,3.067.5,194.6,ng,TTV Shmolen,orianna,50,928,171,53,3.285.1,189.8,ng,GoodcnDeadcn,lucian,45,94,20,65,3.0611.7,229.4,ng,JG GOD,milio,50,134,2,50,2.762.0,8,ng
loss,GEEK SMASHER,garen,50,722,624,51,1.825.3,203.5,ng,Ephesians 6 11,leesin,54,78,1,0,2.6314.0,145,ng,keIps,orianna,55,175,3,0,1.672.3,183,ng,Utsum,kaisa,63,114,15,60,2.619.4,208.1,ng,ya     lulu,nami,51,1404,144,58,3.731.9,12.9,ng,Puncaik,ornn,54,92,43,61,3.025.1,174.9,ng,I am Weasel,wukong,52,700,680,53,3.336.2,147,ng,ExcaliberPrime,ahri,50,1681,1582,50,2.685.3,194.5,ng,Alpaca Servant,xayah,51,208,15,53,2.767.5,206.9,ng,kkgbyn,janna,50,746,4,0,1.601.0,10.3,ng
loss,Humblê,jarvaniv,None,None,None,None,None,0,ng,AliezPhoenix,trundle,52,542,2,100,2.257.5,244,ng,KandonBeda,yone,55,419,233,60,2.379.0,204.7,ng,Grand Celestia,kaisa,50,528,180,54,3.488.1,208.6,ng,Pyrovate,janna,54,261,3,33,2.580.7,12,ng,Cuckoo for Coco,jayce,56,88,76,49,2.216.3,193.1,ng,Saorph,veigar,53,373,31,48,2.129.5,178.6,ng,crack sales,sejuani,52,421,6,50,2.832.0,134.5,ng,Strident,ezreal,51,379,12,67,3.157.8,211,ng,BeIgium,rakan,53,128,3,100,14.253.0,120.3,ng
win,CrimsonX10,yone,50,381,127,51,1.755.9,215.3,ng,Renma Go Vroom,reksai,61,61,40,68,2.989.1,143.7,ng,BEST POTATO NA,twistedfate,54,191,164,55,2.076.1,195.6,ng,yandere breeder,ezreal,67,70,5,80,3.7510.6,164,ng,Alcalamity,seraphine,49,382,4,25,1.382.5,80.3,ng,GODLIK3 GRAP3S,ksante,50,8,10,40,5.089.0,246.5,ng,Fade,kayn,52,128,2,50,3.5812.5,219,ng,QQlove Prince,lissandra,52,180,4,50,3.687.0,166.3,ng,KIM POSSIBLE FAN,brand,64,98,3,100,2.755.0,167.3,ng,needles and pins,karma,50,459,228,50,3.072.8,49.5,ng
loss,Humblê,drmundo,50,669,21,43,1.073.0,152.8,ng,PHREAK INTED ME,graves,56,121,15,47,2.348.5,193.8,ng,Azulín,syndra,51,475,86,57,2.076.9,198.4,ng,iKerry,jhin,45,111,106,48,3.588.0,202.1,ng,Auriel,pyke,52,84,37,62,3.145.9,41.8,ng,PeacefulSojourn,nasus,53,560,60,68,3.374.6,196.4,ng,Hark knight,belveth,51,523,81,52,1.737.9,162.7,ng,Elwardent,neeko,None,None,None,None,None,0,ng,xHolt,missfortune,52,489,144,60,2.699.4,224.5,ng,Oreo Murderer,amumu,51,673,4,75,2.894.0,32,ng
loss,AVOIDME,rumble,58,165,1,0,0.502.0,116,ng,Cage Lord,sejuani,44,143,1,0,1.836.0,140,ng,Saddàm Sustain,ahri,50,18,16,50,2.429.4,195.9,ng,go go weiwei go,varus,35,17,2,50,3.1811.5,149.5,ng,Breepa,senna,61,31,10,70,2.822.4,21.1,ng,heartpulse,aatrox,67,30,2,50,4.6417.0,245.5,ng,My dad abuses me,masteryi,60,122,106,61,3.048.7,201.9,ng,ßlüe,ekko,61,28,34,65,2.057.3,178.2,ng,NotLuisifer,ziggs,43,95,42,60,2.646.4,202.9,ng,PentaStar,leona,50,308,3,33,5.862.0,38.3,ng
loss,Rapid241,ksante,59,238,8,50,2.687.3,187,ng,fireflanz,nocturne,54,114,1,0,1.002.0,145,ng,elogoblin1,sylas,61,191,24,63,2.799.8,158.5,ng,Pånto,twitch,50,552,139,56,3.009.4,181.7,ng,MadLauv,nami,47,167,17,59,2.641.9,11.5,ng,Xiø,drmundo,52,393,1,100,3.005.0,149,ng,Love u Forever,viego,49,136,14,64,3.615.1,141.6,ng,wlaprc,ahri,63,93,9,56,6.166.2,195.4,ng,PIeasure,ezreal,54,237,31,52,3.197.1,206.4,ng,big piplup,orianna,48,329,18,67,5.312.5,19.1,ng
win,Gaeel is here,malphite,71,45,2,100,4.672.5,133.5,ng,i ate a voidling,graves,55,111,1,100,2.004.0,108,ng,fit piggo fanboy,sylas,60,149,13,69,2.446.7,165.8,ng,Nnettaciemal,vayne,60,136,5,60,4.076.8,181.8,ng,TPD,bard,51,142,25,60,2.842.4,22.8,ng,U Intcel Jr,kled,50,690,662,50,2.204.4,187.8,ng,Son of Thor,udyr,61,127,118,62,4.546.8,225.9,ng,fullerton dopa,malzahar,58,12,3,67,3.753.0,181.7,ng,May it not be,kaisa,51,330,72,51,2.137.3,183,ng,getrw3cked,zilean,52,168,37,54,3.432.4,18,ng
loss,Dianbb,twitch,49,77,1,0,1.718.0,150,ng,MingYuee,aatrox,47,93,9,44,2.058.1,168.1,ng,Mio Monster,sylas,42,24,1,0,1.105.0,105,ng,MuQiuuuu,naafiri,61,28,24,54,1.767.2,198,ng,Ga Ga Yaa,yuumi,46,13,70,54,5.191.1,3.8,ng,Deevo26,tryndamere,57,65,4,100,3.555.5,210.3,ng,Daraus,diana,49,77,110,48,1.945.2,176.4,ng,Deevo24,yone,35,20,1,100,3.4012.0,197,ng,SpiroDiscoBall,tristana,54,127,2,100,2.504.5,151,ng,CL0UDSTER,thresh,20,10,6,83,3.242.3,33,ng
loss,X1 Supreme,yone,47,15,28,57,2.527.1,209.1,ng,EK JJonyuk,evelynn,60,97,2,0,2.6710.5,130,ng,fadedtime82,taliyah,53,310,177,53,2.846.6,190.3,ng,NoobestNoob2,jinx,54,236,6,67,3.399.7,227.3,ng,Alpha Katie,sona,44,57,9,44,2.801.7,15,ng,Taylspin,sett,52,641,29,55,2.155.7,193.8,ng,NameNotCow,graves,53,256,173,57,3.027.7,208.8,ng,PR3TZEL,sylas,54,87,37,68,3.059.6,166.2,ng,MonkBiN,missfortune,48,600,2,50,2.587.5,253,ng,Yourzi,ashe,50,398,11,55,2.233.0,30.5,ng
loss,Poop Scooper 69,irelia,54,115,106,56,2.537.9,212.3,ng,LifeeD,talon,48,29,2,50,4.869.0,214,ng,Xx Poison xX,fizz,42,104,4,25,1.605.0,195.3,ng,tkgodpling,ziggs,49,524,6,17,1.122.7,209.5,ng,mengker,xerath,51,318,60,53,3.105.4,46.6,ng,Exälted,kayle,51,396,83,46,1.715.1,216.7,ng,Sweetie eve,graves,53,361,168,63,3.429.1,229.1,ng,DestinyForge,swain,56,206,120,61,2.545.0,65.5,ng,ßi ßa ßo,kaisa,48,216,18,56,3.158.1,196.8,ng,Lidds,maokai,50,719,27,41,2.782.9,106.3,ng
loss,GG Throw TOP,urgot,49,172,165,49,2.315.1,193.8,ng,PMA JG,wukong,53,297,15,53,2.555.4,159.3,ng,qqg,nasus,49,664,123,49,1.643.7,175.5,ng,Topher,xayah,49,218,8,63,1.385.1,180,ng,Preußen,poppy,52,194,42,60,3.213.1,43,ng,düdu,jax,61,101,4,100,4.079.0,195,ng,Seiyut,jarvaniv,65,40,49,57,4.615.1,164.9,ng,heartpulse,syndra,67,30,1,100,Perfect4.0,125,ng,Queen Heize,kalista,51,92,7,57,3.6214.7,215.7,ng,Low Hope,heimerdinger,70,23,3,100,3.135.0,31.3,ng
loss,skyys,akali,64,11,12,58,3.719.1,197.8,ng,BobDerpson1,yasuo,51,43,5,60,1.757.0,165.8,ng,PrimeJam,viego,44,97,33,46,1.8910.9,150.5,ng,adieu amour,yone,58,148,9,56,1.907.6,213.7,ng,SmolSachi,senna,50,14,1,0,0.791.0,18,ng,C10Zoltar,nilah,59,22,1,100,3.176.0,197,ng,C10Julio,jax,38,16,7,57,1.793.9,124.6,ng,PBJackpot,zac,54,13,9,56,2.424.2,122.2,ng,C10CoolRanch,thresh,41,29,1,100,7.504.0,32,ng,CI0Jeety,irelia,35,31,21,57,4.0711.1,233.5,ng
loss,nonamerandomdog,jax,51,874,145,43,1.984.5,171.7,ng,iSexyHugoBabyGOD,kindred,54,220,91,63,3.299.6,172.8,ng,Soro,swain,50,159,88,52,2.867.0,179.5,ng,Snarby,kalista,50,818,2,0,0.933.5,127,ng,King Tigris,braum,50,90,1,0,2.603.0,28,ng,kyle9303,rammus,61,97,19,79,2.814.5,176.9,ng,THICK N VEINY,trundle,50,871,45,51,1.594.6,186,ng,ELO INFLATION,akshan,65,111,68,62,3.438.4,205.1,ng,ChampChampions,vayne,51,631,4,50,2.959.0,134.8,ng,Cathaldus,alistar,48,487,27,48,2.201.4,31.2,ng
win,dzxy314,renekton,52,263,3,67,1.675.3,195.3,ng,SaysSomething,ekko,51,190,7,43,2.948.3,137.3,ng,Kyren,orianna,50,762,135,53,2.437.0,198.7,ng,Starchild,xayah,50,180,14,50,2.176.0,203.8,ng,Potatoswagyolooo,seraphine,51,176,34,62,3.103.4,23.4,ng,dancing stars,riven,50,613,213,47,1.765.3,185.4,ng,Apocryphas,nocturne,50,492,2,0,2.315.0,212.5,ng,This Is The Hwei,xerath,45,144,9,44,4.247.0,45.2,ng,LNG GaIa8,jinx,54,456,26,65,2.689.8,195,ng,BeaIe,nautilus,45,148,14,43,2.332.1,33.9,ng
loss,WX xiaohao,nasus,79,71,1,0,2.009.0,216,ng,Shoplifta,briar,60,97,18,72,2.5210.8,177.4,ng,Spudsachi,brand,47,119,11,64,3.0110.6,143.8,ng,StarHornUziClub,ezreal,60,20,12,33,2.638.5,228.7,ng,T6goal,bard,52,450,71,61,2.372.1,30.8,ng,Neyooo,aatrox,58,182,16,56,1.755.9,170,ng,Dreamyidle,zac,55,58,31,61,3.543.6,135.2,ng,Ðúctopía,viktor,49,150,2,100,1.535.5,209,ng,GOD lM SO HORNY,vayne,55,211,28,46,2.205.8,214.6,ng,Demonic Giyu,senna,48,172,11,27,2.182.7,17.9,ng
win,aidenaidenaiden,jax,56,290,14,79,2.358.3,184.2,ng,Juggler5791,diana,51,727,581,54,2.657.9,206.8,ng,Le BIackGoát,sylas,46,41,7,71,2.009.9,147.6,ng,Rysywocufy,kalista,52,141,1,100,6.007.0,234,ng,PillowTouch,blitzcrank,53,271,9,56,2.051.1,28.8,ng,YuLoy,darius,64,22,30,57,2.698.0,219,ng,MobileDevice,jarvaniv,51,514,10,60,3.536.4,154.3,ng,Daraxus159,kassadin,53,362,4,50,4.1910.8,189.3,ng,Sir Binx,sivir,52,67,1,0,0.552.0,224,ng,king banadat,bard,54,41,115,53,3.233.8,24.7,ng
win,KQNK,camille,59,59,40,58,2.675.2,165.4,ng,yue se zhen mei,graves,50,991,39,62,2.938.1,214.6,ng,Funkeyfresh,kennen,66,115,13,54,1.828.2,190.2,ng,Big Slick,caitlyn,48,220,39,56,3.637.2,212.1,ng,Sonå,sona,70,10,15,53,2.882.3,17.3,ng,I Have Sisu,nasus,52,365,13,39,2.267.1,217.3,ng,ohh1,brand,51,249,1,100,5.5010.0,249,ng,Siinergy,sylas,51,640,78,46,2.379.3,184.4,ng,Hihara,sivir,53,619,65,48,2.664.7,198.9,ng,male predator,alistar,57,292,1,100,2.672.0,26,ng
win,Hazeem,gangplank,51,828,46,35,1.886.8,217,ng,zyngbett,hecarim,57,68,8,50,2.133.5,159,ng,Boooop,veigar,53,66,1,100,1.309.0,184,ng,ur a big cutie,akali,49,189,4,50,3.2713.5,177.8,ng,NeverPeelBlacks,blitzcrank,54,192,29,72,4.132.9,32.4,ng,zhé jìng,yone,58,198,1,0,1.005.0,166,ng,MalevolentSushi,leesin,51,1067,163,47,2.187.4,150.5,ng,TBM Chradalix,galio,50,221,17,59,2.233.2,137,ng,Thebigbehemoth,jinx,51,471,242,54,2.687.1,201.8,ng,OniyNg,janna,49,400,1,0,0.921.0,10,ng
loss,Alyrezec,camille,50,440,167,50,1.645.3,159.9,ng,WoZhenDeLeiLe,masteryi,52,344,292,56,2.428.6,158.3,ng,Artemannael,orianna,64,59,40,60,3.975.0,183.8,ng,Mechanical Angel,caitlyn,51,473,62,48,2.156.7,197.9,ng,Phalaron,karma,46,61,9,78,2.912.2,25.1,ng,It Is Jgls Fault,garen,53,333,50,62,1.686.2,205.1,ng,28 Mictest,graves,53,903,494,54,2.997.4,206.1,ng,ChampChampions,syndra,51,631,16,50,2.027.9,228.1,ng,SamsungDobby,jhin,56,90,4,25,3.129.0,189.5,ng,Píg,thresh,57,99,10,70,2.841.4,28,ng
win,White Album,yone,47,99,2,100,2.754.5,261,ng,Pyramid Cave,evelynn,58,84,60,63,3.7910.6,130.8,ng,queen of sky,jayce,57,205,97,58,2.626.6,209.1,ng,Markuseki,jhin,52,153,103,53,3.596.1,194.1,ng,11 59 PM,karma,52,522,5,60,2.461.4,18.4,ng,WorthlessHumanz,gangplank,52,737,3,100,2.304.7,219.3,ng,LocalWorldEnder,ekko,51,621,206,56,3.159.0,179.5,ng,Froggen Xu Che,anivia,55,374,130,61,2.825.2,197.3,ng,KIM POSSIBLE FAN,seraphine,64,98,72,68,4.275.5,200.4,ng,KayForKimchi,sona,57,181,31,77,4.202.5,19.1,ng
win,Dannya,irelia,53,174,41,49,1.917.0,223.5,ng,Spirit TiAmo,graves,45,635,100,59,2.776.7,212.9,ng,UtopianSoldier,syndra,53,289,17,65,1.725.6,195.5,ng,dilate,twitch,50,651,58,45,2.437.3,156.1,ng,WP Voodoo,rakan,52,589,253,57,4.171.7,36.9,ng,Kooperps,malphite,54,230,36,56,4.135.4,176.1,ng,Kill Sheep,zed,50,101,4,50,3.4311.8,199,ng,UZI Foever,leesin,50,689,1,0,1.172.0,126,ng,Lvc,vayne,49,1203,71,52,1.997.2,182.1,ng,Devilman,ahri,47,633,487,48,2.425.0,151.5,ng
